fecha,provincia,localidad,tn
2026-03-13,CHACO,PRESIDENCIA ROQUE SAENZ PEÑA,35
2026-03-13,CHACO,VILLA ANGELA,450
2026-03-13,CÓRDOBA,EL MIRADOR,100
2026-03-13,CÓRDOBA,OLIVA,5000
2026-03-13,ENTRE RÍOS,GENERAL RAMIREZ,1000
2026-03-13,LA PAMPA,CATRILO,90
2026-03-13,SANTA FE,ANGELICA,120
2026-03-13,SANTA FE,BIGAND,2000
2026-03-13,SANTA FE,CHAPUY,60
2026-03-13,SANTA FE,SAN JUSTO,43
2026-03-13,SANTA FE,SANTA FE,90
2026-03-13,SANTA FE,VIDELA,30
2026-03-14,CHACO,TRES ISLETAS,30
2026-03-16,BUENOS AIRES,ARRECIFES,30
2026-03-16,CHACO,CHARATA,30
2026-03-16,CHACO,COLONIA ABATE,95
2026-03-16,CHACO,COLONIA AGRICOLA PAM,400
2026-03-16,CHACO,GENERAL PINEDO,448
2026-03-16,CHACO,HERMOSO CAMPO,120
2026-03-16,CHACO,LOS FRENTONES,11
2026-03-16,CHACO,PAMPA DEL INFIERNO,806
2026-03-16,CHACO,TRES ISLETAS,293
2026-03-16,CHACO,VILLA ANGELA,99
2026-03-16,CÓRDOBA,NOETINGER,30
2026-03-16,CÓRDOBA,OLIVA,1000
2026-03-16,ENTRE RÍOS,SOLA,210
2026-03-16,ENTRE RÍOS,VILLAGUAY,120
2026-03-16,SALTA,SAN JOSE DE ORQUERAS,100
2026-03-16,SANTA FE,LUIS PALACIOS,235
2026-03-16,SANTA FE,PILAR,100
2026-03-16,SANTA FE,POZO BORRADO,286
2026-03-16,SANTA FE,PUERTO GRAL SAN MARTIN,300
2026-03-16,SANTA FE,ROMANG,30
2026-03-16,SANTA FE,SAN JUSTO,35
2026-03-16,SANTA FE,SANTA FE,240
2026-03-16,SANTA FE,TOSTADO,74
2026-03-16,SANTIAGO DEL ESTERO,LOS JURIES,34
2026-03-16,TUCUMÁN,TACO RALO,100
2026-03-17,BUENOS AIRES,PILAR,150
2026-03-17,CHACO,HERMOSO CAMPO,13
2026-03-17,CHACO,LOS FRENTONES,1000
2026-03-17,CHACO,PRESIDENCIA ROQUE SAENZ PEÑA,100
2026-03-17,CÓRDOBA,OLIVA,180
2026-03-17,CÓRDOBA,SINSACATE,190
2026-03-17,ENTRE RÍOS,HERNANDARIAS,90
2026-03-17,SANTA FE,ANGELICA,150
2026-03-17,SANTA FE,CHAPUY,60
2026-03-17,SANTA FE,"HUMBERTO I""",60
2026-03-17,SANTA FE,PUERTO GRAL SAN MARTIN,1590
2026-03-17,SANTA FE,SAN JUSTO,150
2026-03-17,SANTA FE,SANTA FE,150
2026-03-17,SANTIAGO DEL ESTERO,LOS JURIES,118
2026-03-18,CHACO,LOS FRENTONES,450
2026-03-18,CHACO,PRESIDENCIA ROQUE SAENZ PEÑA,319
2026-03-18,CHACO,SAN BERNARDO,621
2026-03-18,CHACO,VILLA ANGELA,50
2026-03-18,SANTA FE,ANGELICA,30
2026-03-18,SANTA FE,GATO COLORADO,88
2026-03-18,SANTA FE,GOBERNADOR CRESPO,1068
2026-03-18,SANTA FE,LOPEZ,400
2026-03-18,SANTA FE,PILAR,250
2026-03-18,SANTA FE,SANTA FE,60
2026-03-18,SANTA FE,VIDELA,600
2026-03-19,BUENOS AIRES,LOBOS,30
2026-03-19,CHACO,COLONIA JUAN JOSE CA,80
2026-03-19,CHACO,NAPENAY,22
2026-03-19,CHACO,VILLA ANGELA,137
2026-03-19,CÓRDOBA,COLONIA ARROYO DE AL,180
2026-03-19,CÓRDOBA,CORDOBA,90
2026-03-19,CÓRDOBA,MARIA,150
2026-03-19,CÓRDOBA,OLIVA,120
2026-03-19,ENTRE RÍOS,CRUCESITAS 8A. SECCI,130
2026-03-19,SANTA FE,PILAR,90
2026-03-19,SANTA FE,SAN JUSTO,60
2026-03-19,SANTA FE,SANTA FE,270
2026-03-19,SANTA FE,TOSTADO,68
2026-03-19,SANTA FE,VILLA MINETTI,218
2026-03-19,SANTIAGO DEL ESTERO,PAMPA DE LOS GUANACO,300
2026-03-20,BUENOS AIRES,LINCOLN,60
2026-03-20,BUENOS AIRES,LOBOS,17
2026-03-20,CHACO,HERMOSO CAMPO,35
2026-03-20,CHACO,PAMPA DEL INFIERNO,4
2026-03-20,CHACO,PRESIDENCIA ROQUE SAENZ PEÑA,153
2026-03-20,CHACO,TRES ISLETAS,30
2026-03-20,CÓRDOBA,PAUNERO,100
2026-03-20,SANTA FE,ARROYO SECO,180
2026-03-20,SANTA FE,FIGHIERA,1000
2026-03-20,SANTA FE,INGENIERO CHANOURDIE,151
2026-03-20,SANTA FE,PILAR,150
2026-03-20,SANTA FE,ROSARIO,120
2026-03-20,SANTA FE,SAN LORENZO,30
2026-03-20,SANTIAGO DEL ESTERO,LOS JURIES,49
2026-03-25,BUENOS AIRES,DRABBLE,30
2026-03-25,BUENOS AIRES,ROJAS,180
2026-03-25,CHACO,AVIA TERAI,350
2026-03-25,CHACO,CHARATA,4
2026-03-25,CHACO,COLONIA ABATE,20
2026-03-25,CHACO,COLONIA JUAN JOSE PA,15
2026-03-25,CHACO,ITIN,20
2026-03-25,CHACO,LOS FRENTONES,72
2026-03-25,CHACO,NAPENAY,30
2026-03-25,CHACO,TRES ISLETAS,162
2026-03-25,CHACO,VILLA ANGELA,106
2026-03-25,CÓRDOBA,CARRILOBO,480
2026-03-25,ENTRE RÍOS,SOLA,30
2026-03-25,ENTRE RÍOS,VICTORIA,500
2026-03-25,SANTA FE,AREQUITO,120
2026-03-25,SANTA FE,CHAPUY,35
2026-03-25,SANTA FE,GOBERNADOR CRESPO,52
2026-03-25,SANTA FE,LUIS PALACIOS,270
2026-03-25,SANTA FE,SAN JUSTO,30
2026-03-25,SANTA FE,SANTA FE,400
2026-03-26,BUENOS AIRES,ARRECIFES,30
2026-03-26,CHACO,CHARATA,233
2026-03-26,CHACO,COLONIA BAJO HONDO,14
2026-03-26,CHACO,GENERAL PINEDO,418
2026-03-26,CHACO,LAS BREÑAS,90
2026-03-26,CHACO,LOS FRENTONES,156
2026-03-26,CHACO,NAPENAY,6
2026-03-26,CHACO,PAMPA DEL INFIERNO,60
2026-03-26,SANTA FE,CAPILLA SAN JOSE,60
2026-03-26,SANTA FE,GENERAL GELLY,60
2026-03-26,SANTA FE,POZO BORRADO,136
2026-03-26,SANTA FE,PUERTO GRAL SAN MARTIN,1500
2026-03-26,SANTA FE,SAN JUSTO,330
2026-03-26,SANTA FE,SAN MARCOS DE VENADO,60
2026-03-26,SANTA FE,TOSTADO,30
2026-03-26,SANTA FE,VILLA CAÑAS,60
2026-03-26,SANTIAGO DEL ESTERO,ROVERSI,296
2026-03-27,BUENOS AIRES,CHIVILCOY,150
2026-03-27,CHACO,COLONIA ABATE,138
2026-03-27,CHACO,VILLA ANGELA,62
2026-03-27,CÓRDOBA,MONTE CRISTO,60
2026-03-27,CÓRDOBA,VILLA DEL TOTORAL,150
2026-03-27,LA PAMPA,CATRILO,210
2026-03-27,SAN LUIS,VILLA MERCEDES,450
2026-03-27,SANTA FE,CHAPUY,120
2026-03-27,SANTA FE,COLONIA CRESPO,380
2026-03-27,SANTA FE,GOBERNADOR CRESPO,180
2026-03-27,SANTA FE,LA PELADA,2000
2026-03-27,SANTA FE,MOUSSY,10
2026-03-27,SANTA FE,POZO BORRADO,30
2026-03-27,SANTA FE,ROSARIO,90
2026-03-27,SANTA FE,RUFINO,60
2026-03-27,SANTA FE,SAN JUSTO,60
2026-03-27,SANTA FE,TOSTADO,102
2026-03-27,SANTIAGO DEL ESTERO,LOS JURIES,70
2026-03-27,SANTIAGO DEL ESTERO,QUIMILI,13
2026-03-27,SANTIAGO DEL ESTERO,ROVERSI,25
2026-03-30,CHACO,CHARATA,120
2026-03-30,CHACO,COLONIA ABATE,15
2026-03-30,CHACO,COLONIA BAJO HONDO,11
2026-03-30,CHACO,COLONIA JUAN JOSE CA,26
2026-03-30,CHACO,GANCEDO,11
2026-03-30,CHACO,GENERAL PINEDO,76
2026-03-30,CHACO,HERMOSO CAMPO,61
2026-03-30,CHACO,LA MATANZA,95
2026-03-30,CHACO,NAPENAY,3
2026-03-30,CHACO,RIO MUERTO,8
2026-03-30,CHACO,VILLA ANGELA,20
2026-03-30,CÓRDOBA,COLONIA ARROYO DE AL,60
2026-03-30,CÓRDOBA,RIO SEGUNDO,60
2026-03-30,CÓRDOBA,TRANSITO,120
2026-03-30,ENTRE RÍOS,VICTORIA,60
2026-03-30,SANTA FE,CERES,622
2026-03-30,SANTA FE,CHAPUY,66
2026-03-30,SANTA FE,LUIS PALACIOS,480
2026-03-30,SANTA FE,MOUSSY,6
2026-03-30,SANTA FE,POZO BORRADO,12
2026-03-30,SANTA FE,PUERTO GRAL SAN MARTIN,40
2026-03-30,SANTA FE,RAFAELA,60
2026-03-30,SANTA FE,ROSARIO,90
2026-03-30,SANTA FE,SANTA FE,180
2026-03-30,SANTA FE,TOSTADO,31
2026-03-30,SANTA FE,VILLA TRINIDAD,690
2026-03-30,SANTIAGO DEL ESTERO,AVERIAS,28
2026-03-30,TUCUMÁN,GOBERNADOR GARMENDIA,227
2026-03-30,TUCUMÁN,LA RAMADA,150
2026-03-31,BUENOS AIRES,ARRECIFES,88
2026-03-31,CHACO,CHARATA,140
2026-03-31,CHACO,COLONIA ELISA,112
2026-03-31,CHACO,CORZUELA,309
2026-03-31,CHACO,GENERAL PINEDO,31
2026-03-31,CHACO,LOS FRENTONES,5
2026-03-31,CHACO,PRESIDENCIA ROQUE SAENZ PEÑA,113
2026-03-31,CHACO,SANTA SYLVINA,56
2026-03-31,CÓRDOBA,ABBURRA,140
2026-03-31,CÓRDOBA,LOS SURGENTES,270
2026-03-31,CÓRDOBA,MATORRALES,150
2026-03-31,CÓRDOBA,TRANSITO,90
2026-03-31,CÓRDOBA,VILLA DEL ROSARIO,90
2026-03-31,ENTRE RÍOS,CRESPO,90
2026-03-31,SANTA FE,CHAPUY,360
2026-03-31,SANTA FE,DIAZ,120
2026-03-31,SANTA FE,LUIS PALACIOS,360
2026-03-31,SANTA FE,PUEBLO RAMONA,90
2026-03-31,SANTA FE,PUERTO GRAL SAN MARTIN,590
2026-03-31,SANTA FE,SAN GUILLERMO (DPTO.,210
2026-03-31,SANTA FE,SAN JUSTO,210
2026-03-31,SANTIAGO DEL ESTERO,LOS JURIES,97
2026-03-31,SANTIAGO DEL ESTERO,QUIMILI,30
2026-04-01,CHACO,AVIA TERAI,90
2026-04-01,CHACO,CORZUELA,120
2026-04-01,CHACO,GENERAL PINEDO,186
2026-04-01,CHACO,LAS BREÑAS,210
2026-04-01,CHACO,LOS FRENTONES,9
2026-04-01,CHACO,NAPENAY,25
2026-04-01,CHACO,RIO MUERTO,163
2026-04-01,CÓRDOBA,ACHIRAS (DPTO. RIO C,300
2026-04-01,SANTA FE,DIAZ,35
2026-04-01,SANTA FE,ESMERALDA,200
2026-04-01,SANTA FE,GALVEZ,90
2026-04-01,SANTA FE,GOBERNADOR CRESPO,430
2026-04-01,SANTA FE,LA SARITA,6
2026-04-01,SANTA FE,ROSARIO,48
2026-04-01,SANTA FE,SAN JUSTO,78
2026-04-01,SANTA FE,VILLA TRINIDAD,400
2026-04-01,SANTIAGO DEL ESTERO,LOS JURIES,30
2026-04-06,BUENOS AIRES,JUNIN,150
2026-04-06,BUENOS AIRES,PERGAMINO,120
2026-04-06,CHACO,COLONIA ABATE,50
2026-04-06,CHACO,GANCEDO,3310
2026-04-06,CHACO,GENERAL PINEDO,97
2026-04-06,CHACO,ITIN,8
2026-04-06,CHACO,LOS FRENTONES,855
2026-04-06,CHACO,MESON DE FIERRO,68
2026-04-06,CHACO,PAMPA DEL INFIERNO,23
2026-04-06,CHACO,PRESIDENCIA ROQUE SAENZ PEÑA,90
2026-04-06,CHACO,TRES ISLETAS,60
2026-04-06,CHACO,VILLA ANGELA,34
2026-04-06,CÓRDOBA,ABBURRA,300
2026-04-06,CÓRDOBA,COLONIA ARROYO DE AL,270
2026-04-06,CÓRDOBA,JESUS MARIA,180
2026-04-06,CÓRDOBA,RIO TERCERO,700
2026-04-06,ENTRE RÍOS,LA PAZ,60
2026-04-06,SANTA FE,CALCHAQUI,180
2026-04-06,SANTA FE,CHAPUY,30
2026-04-06,SANTA FE,CRISTOLIA,60
2026-04-06,SANTA FE,EL NOCHERO,50
2026-04-06,SANTA FE,LOGROÑO,150
2026-04-06,SANTA FE,VILLA TRINIDAD,520
2026-04-06,SANTIAGO DEL ESTERO,GUARDIA ESCOLTA,14
2026-04-06,SANTIAGO DEL ESTERO,LOS JURIES,120
2026-04-07,BUENOS AIRES,ROJAS,500
2026-04-07,CHACO,CHARATA,160
2026-04-07,CHACO,CONCEPCION DEL BERME,104
2026-04-07,CHACO,GENERAL PINEDO,58
2026-04-07,CHACO,LOS FRENTONES,500
2026-04-07,CHACO,PAMPA DEL INFIERNO,560
2026-04-07,CHACO,QUITILIPI,28
2026-04-07,CHACO,VILLA ANGELA,130
2026-04-07,SALTA,EL TUNAL (DPTO. META,500
2026-04-07,SANTA FE,CALCHAQUI,210
2026-04-07,SANTA FE,CHAPUY,27
2026-04-07,SANTA FE,GALVEZ,290
2026-04-07,SANTA FE,GENERAL LAGOS,210
2026-04-07,SANTA FE,GOBERNADOR CRESPO,497
2026-04-07,SANTA FE,POZO BORRADO,58
2026-04-07,SANTA FE,PUERTO GRAL SAN MARTIN,3646
2026-04-07,SANTA FE,ROSARIO,200
2026-04-07,SANTA FE,SAN JUSTO,120
2026-04-07,SANTA FE,SANTA FE,120
2026-04-07,SANTA FE,VILLA CAÑAS,1000
2026-04-07,SANTIAGO DEL ESTERO,LA PALOMA (EMBARCADE,400
2026-04-07,SANTIAGO DEL ESTERO,LOS JURIES,144
2026-04-08,CHACO,CHARATA,205
2026-04-08,CHACO,LOS FRENTONES,1161
2026-04-08,CHACO,TRES ISLETAS,30
2026-04-08,CÓRDOBA,NOETINGER,700
2026-04-08,ENTRE RÍOS,VICTORIA,500
2026-04-08,SALTA,ANTA,500
2026-04-08,SANTA FE,AREQUITO,60
2026-04-08,SANTA FE,CHAPUY,1000
2026-04-08,SANTA FE,GOBERNADOR CRESPO,120
2026-04-08,SANTA FE,LUIS PALACIOS,100
2026-04-08,SANTA FE,MARIA JUANA,5000
2026-04-08,SANTA FE,MARIA LUISA,1000
2026-04-08,SANTA FE,PILAR,229
2026-04-08,SANTA FE,POZO BORRADO,25
2026-04-08,SANTA FE,SAN JUSTO,622
2026-04-08,SANTA FE,SANTA FE,30
2026-04-08,SANTA FE,SARGENTO CABRAL,90
2026-04-08,SANTIAGO DEL ESTERO,QUIMILI,146
2026-04-09,CHACO,CHARATA,480
2026-04-09,CHACO,GENERAL PINEDO,9
2026-04-09,CHACO,MACHAGAI,60
2026-04-09,LA PAMPA,QUEMU-QUEMU,120
2026-04-09,SANTA FE,CHAPUY,150
2026-04-09,SANTA FE,GOBERNADOR CRESPO,150
2026-04-09,SANTA FE,MARIA SUSANA,90
2026-04-09,SANTA FE,PAZ,400
2026-04-09,SANTIAGO DEL ESTERO,TINTINA,90
2026-04-10,CHACO,GENERAL PINEDO,200
2026-04-10,CHACO,ITIN,57
2026-04-10,CHACO,LOS FRENTONES,241
2026-04-10,CÓRDOBA,MARCOS JUAREZ,600
2026-04-10,CÓRDOBA,MONTE CRISTO,60
2026-04-10,CÓRDOBA,TRANSITO,30
2026-04-10,ENTRE RÍOS,VILLAGUAY,60
2026-04-10,SANTA FE,ARROYO SECO,200
2026-04-10,SANTA FE,GOBERNADOR CRESPO,120
2026-04-10,SANTA FE,MARIA LUISA,2000
2026-04-10,SANTA FE,PUERTO GRAL SAN MARTIN,44
2026-04-10,SANTA FE,SAN JUSTO,470
2026-04-10,SANTIAGO DEL ESTERO,BOBADAL,180
2026-04-10,SANTIAGO DEL ESTERO,LOS JURIES,129
2026-04-11,ENTRE RÍOS,CONCORDIA,90
2026-04-13,BUENOS AIRES,RAFAEL OBLIGADO,15
2026-04-13,CHACO,GANCEDO,80
2026-04-13,CHACO,GENERAL PINEDO,5
2026-04-13,CHACO,PAMPA DEL INFIERNO,1333
2026-04-13,CHACO,TRES ISLETAS,10
2026-04-13,CIUDAD AUTÓNOMA DE BUENOS AIRES,CAPITAL FEDERAL,2000
2026-04-13,ENTRE RÍOS,VILLAGUAY,60
2026-04-13,SALTA,ANTA,500
2026-04-13,SALTA,JOAQUIN V. GONZALEZ,100
2026-04-13,SANTA FE,CALCHAQUI,200
2026-04-13,SANTA FE,COLONIA CRESPO,20
2026-04-13,SANTA FE,GENERAL LAGOS,210
2026-04-13,SANTA FE,GODOY,60
2026-04-13,SANTA FE,POZO BORRADO,5
2026-04-13,SANTA FE,SAN JUSTO,20
2026-04-13,SANTA FE,SAN LORENZO,1500
2026-04-13,SANTA FE,SANTA FE,30
2026-04-13,SANTA FE,SARGENTO CABRAL,60
2026-04-13,SANTIAGO DEL ESTERO,BOBADAL,120
2026-04-13,SANTIAGO DEL ESTERO,QUIMILI,164
2026-04-14,BUENOS AIRES,LINCOLN,120
2026-04-14,CHACO,CHARATA,200
2026-04-14,CHACO,LAS BREÑAS,70
2026-04-14,CHACO,PRESIDENCIA ROQUE SAENZ PEÑA,150
2026-04-14,CÓRDOBA,MONTE RALO,30
2026-04-14,CÓRDOBA,VIAMONTE,180
2026-04-14,SANTA FE,PILAR,400
2026-04-14,SANTA FE,SANTO DOMINGO,90
2026-04-14,SANTA FE,SARGENTO CABRAL,90
2026-04-14,SANTIAGO DEL ESTERO,BOBADAL,150
2026-04-15,CHACO,AVIA TERAI,600
2026-04-15,CHACO,COLONIA NECOCHEA SUD,6
2026-04-15,CHACO,GENERAL PINEDO,253
2026-04-15,CHACO,HERMOSO CAMPO,200
2026-04-15,CHACO,LOS FRENTONES,253
2026-04-15,CHACO,PRESIDENCIA ROQUE SAENZ PEÑA,704
2026-04-15,CHACO,SAN BERNARDO,296
2026-04-15,CIUDAD AUTÓNOMA DE BUENOS AIRES,CAPITAL FEDERAL,90
2026-04-15,CÓRDOBA,HERNANDO,30
2026-04-15,SANTA FE,CAFFERATA,190
2026-04-15,SANTA FE,GOBERNADOR CRESPO,150
2026-04-15,SANTA FE,LAS ROSAS,120
2026-04-15,SANTA FE,MARGARITA,30
2026-04-15,SANTA FE,SAN MARCOS DE VENADO,200
2026-04-16,CHACO,CHARATA,560
2026-04-16,CHACO,HERMOSO CAMPO,115
2026-04-16,CHACO,QUITILIPI,23
2026-04-16,CIUDAD AUTÓNOMA DE BUENOS AIRES,CAPITAL FEDERAL,47
2026-04-16,SANTA FE,GOBERNADOR CRESPO,152
2026-04-16,SANTA FE,PUERTO GRAL SAN MARTIN,90
2026-04-17,CHACO,GANCEDO,57
2026-04-17,CHACO,GENERAL PINEDO,500
2026-04-17,CHACO,PAMPA DEL INFIERNO,44
2026-04-17,CÓRDOBA,VILLA DEL TOTORAL,90
2026-04-17,ENTRE RÍOS,HERNANDARIAS,6
2026-04-17,SANTA FE,LAS ROSAS,90
2026-04-17,SANTA FE,LUIS PALACIOS,35
2026-04-17,SANTA FE,MARIA JUANA,200
2026-04-17,SANTA FE,SANTA FE,110
2026-04-17,SANTIAGO DEL ESTERO,BOBADAL,150
2026-04-18,CHACO,AVIA TERAI,600
2026-04-20,BUENOS AIRES,ROJAS,60
2026-04-20,BUENOS AIRES,SALTO,30
2026-04-20,CHACO,CHARATA,120
2026-04-20,CHACO,SAN BERNARDO,29
2026-04-20,CHACO,VILLA ANGELA,26
2026-04-20,ENTRE RÍOS,VICTORIA,500
2026-04-20,SANTA FE,GALVEZ,100
2026-04-20,SANTA FE,GOBERNADOR CRESPO,54
2026-04-20,SANTA FE,MARGARITA,30
2026-04-20,SANTA FE,POZO BORRADO,9
2026-04-20,SANTA FE,SAN GUILLERMO (DPTO.,150
2026-04-20,SANTIAGO DEL ESTERO,BOBADAL,150
2026-04-21,BUENOS AIRES,GENERAL ROJO,420
2026-04-21,CHACO,CHARATA,50
2026-04-21,CHACO,ITIN,75
2026-04-21,CHACO,LA MATANZA,31
2026-04-21,CÓRDOBA,JUSTINIANO POSSE,30
2026-04-21,CÓRDOBA,RIO CUARTO,30
2026-04-21,ENTRE RÍOS,LA PAZ,45
2026-04-21,ENTRE RÍOS,NOGOYA,240
2026-04-21,ENTRE RÍOS,VIALE,1000
2026-04-21,SANTA FE,LUIS PALACIOS,60
2026-04-21,SANTA FE,PILAR,90
2026-04-21,SANTA FE,ROSARIO,2000
2026-04-21,SANTA FE,SANTO DOMINGO,55
2026-04-22,CÓRDOBA,JUSTINIANO POSSE,60
2026-04-22,CÓRDOBA,PORTEÑA,120
2026-04-22,CÓRDOBA,SINSACATE,30
2026-04-22,ENTRE RÍOS,BASAVILBASO,150
2026-04-22,ENTRE RÍOS,PARANA,700
2026-04-22,SANTA FE,LOGROÑO,125
2026-04-22,SANTA FE,ROSARIO,1580
2026-04-22,TUCUMÁN,TACO RALO,100
2026-04-23,BUENOS AIRES,CHACABUCO,150
2026-04-23,CHACO,COLONIA ABATE,20
2026-04-23,CHACO,PAMPA DEL INFIERNO,95
2026-04-23,CHACO,VILLA ANGELA,89
2026-04-23,CÓRDOBA,PORTEÑA,100
2026-04-23,CÓRDOBA,RIO SEGUNDO,120
2026-04-23,ENTRE RÍOS,BASAVILBASO,400
2026-04-23,ENTRE RÍOS,HERNANDARIAS,30
2026-04-23,ENTRE RÍOS,LA PAZ,90
2026-04-23,SALTA,ANTA,500
2026-04-23,SANTA FE,ESMERALDA,60
2026-04-23,SANTA FE,IRIGOYEN,80
2026-04-23,SANTA FE,LAS ROSAS,30
2026-04-23,SANTA FE,MARIA LUISA,1000
2026-04-23,SANTA FE,MARIA TERESA,48
2026-04-23,SANTA FE,MOUSSY,8
2026-04-23,SANTA FE,PILAR,90
2026-04-23,SANTA FE,SANTA FE,215
2026-04-23,SANTIAGO DEL ESTERO,FRIAS,300
2026-04-23,SANTIAGO DEL ESTERO,POZO HONDO,2000
2026-04-23,SANTIAGO DEL ESTERO,QUIMILI,29
2026-04-24,BUENOS AIRES,MARIANO H. ALFONZO,150
2026-04-24,CHACO,COLONIA ABATE,15
2026-04-24,CHACO,HERMOSO CAMPO,4
2026-04-24,CHACO,PRESIDENCIA ROQUE SAENZ PEÑA,120
2026-04-24,CHACO,SAN BERNARDO,57
2026-04-24,CÓRDOBA,PORTEÑA,30
2026-04-24,CÓRDOBA,SINSACATE,30
2026-04-24,ENTRE RÍOS,RAICES ESTE,13
2026-04-24,SANTA FE,BARRANCAS,30
2026-04-24,SANTA FE,LAS ROSAS,120
2026-04-24,SANTA FE,LUIS PALACIOS,90
2026-04-24,SANTA FE,MALABRIGO,60
2026-04-24,SANTA FE,ROSARIO,600
2026-04-24,SANTA FE,VILLA TRINIDAD,100
2026-04-27,CHACO,PRESIDENCIA ROQUE SAENZ PEÑA,64
2026-04-27,CÓRDOBA,CANDELARIA SUD,60
2026-04-27,CÓRDOBA,JUAREZ CELMAN,360
2026-04-27,CÓRDOBA,MARCOS JUAREZ,380
2026-04-27,ENTRE RÍOS,CRESPO,120
2026-04-27,ENTRE RÍOS,GUALEGUAY,1000
2026-04-27,ENTRE RÍOS,SAN SALVADOR,60
2026-04-27,SANTA FE,BERNARDO DE IRIGOYEN,30
2026-04-27,SANTA FE,CHAPUY,596
2026-04-27,SANTA FE,LUIS PALACIOS,120
2026-04-27,SANTA FE,MARGARITA,180
2026-04-27,SANTA FE,PAZ,1210
2026-04-27,SANTA FE,SAN JUSTO,150
2026-04-27,SANTA FE,VENADO TUERTO,90
2026-04-27,SANTA FE,VILLA TRINIDAD,6
2026-04-27,SANTIAGO DEL ESTERO,BOBADAL,90
2026-04-27,SANTIAGO DEL ESTERO,QUIMILI,50
2026-04-28,CHACO,GANCEDO,247
2026-04-28,CHACO,LOS FRENTONES,157
2026-04-28,CHACO,TRES ISLETAS,15
2026-04-28,CÓRDOBA,LAS ARRIAS,60
2026-04-28,CÓRDOBA,MONTE MAIZ,60
2026-04-28,CÓRDOBA,MORTEROS,60
2026-04-28,CÓRDOBA,PILAR,180
2026-04-28,SANTA FE,CARMEN DEL SAUCE,30
2026-04-28,SANTA FE,CHAPUY,300
2026-04-28,SANTA FE,IRIGOYEN,60
2026-04-28,SANTA FE,LUIS PALACIOS,560
2026-04-28,SANTA FE,RAFAELA,30
2026-04-28,SANTA FE,ROMANG,180
2026-04-28,SANTA FE,SAN JUSTO,30
2026-04-28,SANTA FE,SAN MARTIN DE LAS ES,40
2026-04-28,SANTA FE,SANTA FE,200
2026-04-29,BUENOS AIRES,AMEGHINO,60
2026-04-29,CHACO,CAMPO LARGO,76
2026-04-29,CHACO,COLONIA ABATE,3
2026-04-29,CHACO,PAMPA DEL INFIERNO,800
2026-04-29,CHACO,PRESIDENCIA ROQUE SAENZ PEÑA,11
2026-04-29,CHACO,VILLA ANGELA,12
2026-04-29,CIUDAD AUTÓNOMA DE BUENOS AIRES,CAPITAL FEDERAL,51
2026-04-29,CÓRDOBA,CANDELARIA SUD,35
2026-04-29,ENTRE RÍOS,NOGOYA,30
2026-04-29,ENTRE RÍOS,URDINARRAIN,10
2026-04-29,SANTA FE,CHAPUY,166
2026-04-29,SANTA FE,LAS ROSAS,120
2026-04-29,SANTA FE,SAN GUILLERMO (DPTO.,331
2026-04-29,SANTIAGO DEL ESTERO,TINTINA,1000
2026-04-30,BUENOS AIRES,ROJAS,300
2026-04-30,CHACO,GENERAL PINEDO,135
2026-04-30,CHACO,PRESIDENCIA ROQUE SAENZ PEÑA,30
2026-04-30,CÓRDOBA,COLONIA BEIRO,240
2026-04-30,CÓRDOBA,FREYRE,120
2026-04-30,CÓRDOBA,JESUS MARIA,600
2026-04-30,CÓRDOBA,SINSACATE,120
2026-04-30,ENTRE RÍOS,LA PAZ,30
2026-04-30,ENTRE RÍOS,SOLA,30
2026-04-30,ENTRE RÍOS,VICTORIA,150
2026-04-30,SANTA FE,CASILDA,90
2026-04-30,SANTA FE,CURUPAITY,250
2026-04-30,SANTA FE,LUIS PALACIOS,60
2026-04-30,SANTA FE,PUERTO GRAL SAN MARTIN,300
2026-04-30,SANTA FE,ROSARIO,290
2026-04-30,SANTA FE,SAN VICENTE (DPTO. C,150
2026-04-30,SANTA FE,VILLA CONSTITUCION,60
2026-04-30,SANTIAGO DEL ESTERO,QUIMILI,285
2026-05-04,BUENOS AIRES,GENERAL ROJO,60
2026-05-04,CHACO,AVIA TERAI,240
2026-05-04,CHACO,PAMPA DEL INFIERNO,137
2026-05-04,CHACO,PRESIDENCIA ROQUE SAENZ PEÑA,9
2026-05-04,CÓRDOBA,ADELIA MARIA,150
2026-05-04,CÓRDOBA,CANDELARIA SUD,90
2026-05-04,CÓRDOBA,FREYRE,120
2026-05-04,CÓRDOBA,JUSTINIANO POSSE,60
2026-05-04,CÓRDOBA,PILAR,180
2026-05-04,CÓRDOBA,VILLA DEL TOTORAL,300
2026-05-04,ENTRE RÍOS,CRESPO,150
2026-05-04,ENTRE RÍOS,NOGOYA,8
2026-05-04,SANTA FE,ALBARELLOS,60
2026-05-04,SANTA FE,BOMBAL,180
2026-05-04,SANTA FE,CARMEN DEL SAUCE,120
2026-05-04,SANTA FE,IRIGOYEN,30
2026-05-04,SANTA FE,LUIS PALACIOS,120
2026-05-04,SANTA FE,MONJE,300
2026-05-04,SANTA FE,PAZ,150
2026-05-04,SANTA FE,SAN GUILLERMO (DPTO.,150
2026-05-04,SANTA FE,VILLA CAÑAS,150
2026-05-04,SANTIAGO DEL ESTERO,BANDERA,35
2026-05-04,SANTIAGO DEL ESTERO,CUATRO BOCAS,180
2026-05-05,BUENOS AIRES,MARIANO H. ALFONZO,30
